sep=,
180513114601Time,Lights,input0,input1,input2,angleFR,angleFL,angleBR,angleBL,powerFR,powerFL,powerBR,powerBL
0.20000863075256348,0,0,0,0,0,0,0,0,0,0,0,0
0.40001916885375977,0,0,0,0,0,0,0,0,0,0,0,0
0.6000266075134277,0,0,0,0,0,0,0,0,0,0,0,0
0.800034761428833,0,0,0,0,0,0,0,0,0,0,0,0
1.0000426769256592,0,0,0,0,0,0,0,0,0,0,0,0
1.2000539302825928,0,0,0,0,0,0,0,0,0,0,0,0
1.4000627994537354,0,0,0,0,0,0,0,0,0,0,0,0
1.6000680923461914,0,0,0,0,0,0,0,0,0,0,0,0
1.800079107284546,0,0,0,0,0,0,0,0,0,0,0,0
2.0000898838043213,0,0,0,0,0,0,0,0,0,0,0,0
2.200096845626831,0,0,0,0,0,0,0,0,0,0,0,0
2.400101661682129,0,0,0,0,0,0,0,0,0,0,0,0
2.6001055240631104,0,0,0,0,0,0,0,0,0,0,0,0
2.80011248588562,0,0,0,0,0,0,0,0,0,0,0,0
3.00011944770813,0,0,0,0,0,0,0,0,0,0,0,0
3.200127601623535,0,0,0,0,0,0,0,0,0,0,0,0
3.400132656097412,0,0,0,0,0,0,0,0,0,0,0,0
3.6001362800598145,0,0,0,0,0,0,0,0,0,0,0,0
3.800140619277954,0,0,0,0,0,0,0,0,0,0,0,0
4.000144720077515,0,0,0,0,0,0,0,0,0,0,0,0
4.200152635574341,0,0,0,0,0,0,0,0,0,0,0,0
4.400156497955322,0,0,0,0,0,0,0,0,0,0,0,0
4.600166320800781,0,0,0,0,0,0,0,0,0,0,0,0
4.800175905227661,0,0,0,0,0,0,0,0,0,0,0,0
5.000182151794434,0,0,0,0,0,0,0,0,0,0,0,0
5.2001872062683105,0,0,0,0,0,0,0,0,0,0,0,0
5.400193452835083,0,0,0,0,0,0,0,0,0,0,0,0
5.6002037525177,0,0,0,0,0,0,0,0,0,0,0,0
5.800211429595947,0,0,0,0,0,0,0,0,0,0,0,0
6.000224828720093,0,0,0,0,0,0,0,0,0,0,0,0
6.2002294063568115,0,0,0,0,0,0,0,0,0,0,0,0
6.40023946762085,0,0,0,0,0,0,0,0,0,0,0,0
6.600245952606201,0,0,0,0,0,0,0,0,0,0,0,0
6.800253868103027,0,0,0,0,0,0,0,0,0,0,0,0
7.000260829925537,0,0,0,0,0,0,0,0,0,0,0,0
7.2002716064453125,0,0,0,0,0,0,0,0,0,0,0,0
7.400278806686401,0,0,0,0,0,0,0,0,0,0,0,0
7.600284814834595,0,0,0,0,0,0,0,0,0,0,0,0
7.800296783447266,0,0,0,0,0,0,0,0,0,0,0,0
8.000303506851196,0,0,0,0,0,0,0,0,0,0,0,0
8.200310230255127,0,0,0,0,0,0,0,0,0,0,0,0
8.40031909942627,0,0,0,0,0,0,0,0,0,0,0,0
8.60032844543457,0,0,0,0,0,0,0,0,0,0,0,0
8.800330400466919,0,0,0,0,0,0,0,0,0,0,0,0
9.00033688545227,0,0,0,0,0,0,0,0,0,0,0,0
9.200343370437622,0,0,0,0,0,0,0,0,0,0,0,0
9.400355577468872,0,0,0,0,0,0,0,0,0,0,0,0
9.600359678268433,0,0,0,0,0,0,0,0,0,0,0,0
9.800366640090942,0,0,0,0,0,0,0,0,0,0,0,0
10.000377655029297,0,0,0,0,0,0,0,0,0,0,0,0
10.200383186340332,0,0,0,0,0,0,0,0,0,0,0,0
10.400391101837158,0,0,0,0,0,0,0,0,0,0,0,0
10.600400447845459,0,0,0,0,0,0,0,0,0,0,0,0
10.800408601760864,0,0,0,0,0,0,0,0,0,0,0,0
11.000419616699219,0,0,0,0,0,0,0,0,0,0,0,0
11.200430393218994,0,0,0,0,0,0,0,0,0,0,0,0
11.400439500808716,0,0,0,0,0,0,0,0,0,0,0,0
11.6004478931427,0,0,0,0,0,0,0,0,0,0,0,0
11.80045747756958,0,0,0,0,0,0,0,0,0,0,0,0
12.000464677810669,0,0,0,0,0,0,0,0,0,0,0,0
12.20046877861023,0,0,0,0,0,0,0,0,0,0,0,0
12.400477170944214,0,0,0,0,0,0,0,0,0,0,0,0
12.600483179092407,0,0,0,0,0,0,0,0,0,0,0,0
12.800492286682129,0,0,0,0,0,0,0,0,0,0,0,0
13.000498056411743,0,0,0,0,0,0,0,0,0,0,0,0
13.200510740280151,0,0,0,0,0,0,0,0,0,0,0,0
13.40051817893982,0,0,0,0,0,0,0,0,0,0,0,0
13.600523233413696,0,0,0,0,0,0,0,0,0,0,0,0
13.800529479980469,0,0,0,0,0,0,0,0,0,0,0,0
14.000535726547241,0,0,0,0,0,0,0,0,0,0,0,0
14.20054316520691,0,0,0,0,0,0,0,0,0,0,0,0
14.400554418563843,0,0,0,0,0,0,0,0,0,0,0,0
14.60055923461914,0,0,0,0,0,0,0,0,0,0,0,0
14.800565958023071,0,0,0,0,0,0,0,0,0,0,0,0
15.000576257705688,0,0,0,0,0,0,0,0,0,0,0,0
15.200587749481201,0,0,0,0,0,0,0,0,0,0,0,0
15.400596141815186,0,0,0,0,0,0,0,0,0,0,0,0
15.600608348846436,0,0,0,0,0,0,0,0,0,0,0,0
15.800617933273315,0,0,0,0,0,0,0,0,0,0,0,0
16.00062847137451,0,0,0,0,0,0,0,0,0,0,0,0
16.200637102127075,0,0,0,0,0,0,0,0,0,0,0,0
16.4006450176239,0,0,0,0,0,0,0,0,0,0,0,0
16.600653409957886,0,0,0,0,0,0,0,0,0,0,0,0
16.80065608024597,0,0,0,0,0,0,0,0,0,0,0,0
17.000667095184326,0,0,0,0,0,0,0,0,0,0,0,0
17.200676202774048,0,0,0,0,0,0,0,0,0,0,0,0
